desc,tsne_x,tsne_y,desc_clear,target,target_num,labels_kmeans,labels_affinity_prop
Небольшой магазин в современном стиле.,22.406832,6.3745317,небольшой магазин современный стиль,магазин,37,93,11
Небольшой магазин в светлых тонах.,11.105064,-14.8519,небольшой магазин светлый тон,магазин,37,12,87
Уютный магазин сладостей.,30.113039,13.000788,уютный магазин сладость,магазин,37,27,61
Крупный открытый продуктово-хозяйственный рынок.,-13.139293,5.5685215,крупный открытый продуктовый хозяйственный рынок,рынок,58,13,94
На территории находится пляж  и бассейн.,3.1932983,11.142062,территория находиться пляж бассейн,пляж,48,29,79
"На территории пляжа оборудованы спортивные площадки для активного отдыха и соревнований. Зона для пляжного волейбола. Зона для игры в футбол. Детская площадка. Батуты, горки и многое другое.",-21.046705,-6.7649035,территория пляж оборудовать спортивный площадка активный отдых соревнование зона пляжный волейбол зона игра футбол детский площадка батут горка многий,пляж,48,28,113
"На территории пляжа находится бассейн, беседки , также",2.6859875,10.604293,территория пляж находиться бассейн беседка также,пляж,48,41,81
Двухэтажная усадьба в лесной чаще с водоемом. Антикварная мебель и декор.,11.299896,-22.270365,двухэтажный усадьба лесной чаща водоем антикварный мебель декор,усадьба,69,3,80
"Витрина, городская среда, большие окна, кирпичное здание.",30.329426,-2.8553987,витрина городской среда большой окно кирпичный здание,здание,22,81,106
"Светлый фасад здания с рустикой. Зеленая придомовая территория. Элементы декора, лепнина на фасадах.",26.656923,-5.1552267,светлый фасад здание рустика зеленый придомовый территория элемент декор лепнина фасад,здание,22,34,105
"Дома в русском стиле, дома из деревянного бруса, аутентичный интерьер, природная тематика,  деревянная мебель внутри. Русская печь.",0.77184486,-9.120873,дома русский стиль дом деревянный брус аутентичный интерьер природный тематика деревянный мебель внутри русский печь,дом,18,84,29
"Современный жилой комплекс, сдержанная цветовая палитра фасадов, интересная геометрия фасадов, большая площадь остекления, лаконичность.",14.238232,-4.112937,современный жилой комплекс сдержанный цветовой палитра фасад интересный геометрия фасад большой площадь остекление лаконичность,комплекс,32,77,94
Разноцветные грузовые контейнеры.  Москва								  САО,-6.4815555,8.089711,разноцветный грузовой контейнер москва сао,none,0,96,94
"Эксплуатируемая крыша, панорамный вид, деревянное покрытие пола.",19.089924,-17.530693,эксплуатировать крыша панорамный вид деревянный покрытие пол,крыша,34,63,56
Подземные коридоры с высокими сводами.  Москва								  ЦАО,6.865371,-9.137681,подземный коридор высокий свод москва цао,none,0,20,49
Ухоженный подьезд типичной московской панельной многоэтажки.  Москва								  ЗАО,-8.896345,14.649283,ухоженный подьезд типичный московский панельный многоэтажка москва зао,none,0,14,86
"Автомобильный тоннель, одностороннее движение, изгибы дороги.  Москва								  СЗАО",-7.5072594,4.8996916,автомобильный тоннель односторонний движение изгиб дорога москва сзао,дорога,19,72,103
"Классический московский трамвай, чешская ""Татра"" в современной голубой окраске. Современный салон.",-28.774395,-31.284948,классический московский трамвай чешский татра современный голубой окраска современный салон,салон,59,61,118
Просторный дом в светлых тонах со своей территорией.  МО,8.113756,-37.90949,просторный дом светлый тон свой территория мо,дом,18,2,102
Небольшая уютная квартира в светлых тонах с яркими акцентами.   Красногорск,-29.265032,-18.319006,небольшой уютный квартира светлый тон яркий акцент красногорск,квартира,27,23,28
Большой логистический комплекс. Высокие потолки и частые металлические колонны.   Московская область								  САО,18.859816,-7.094398,большой логистический комплекс высокий потолок частый металлический колонна московский область сао,комплекс,32,1,2
"Полуживой завод, полузаброшенная территория, советский антураж, станки 2-й половины ХХ века, контейнеры на территории, большие ангары.  Москва								  СВАО",0.84758925,-5.231482,полуживой завод полузабросить территория советский антураж станок 2 й половина хх век контейнер территория большой ангара москва свао,none,0,84,100
"Завод довоенной постройки, необычные конструктивистские корпуса, цеха в заброшеном состоянии, атмосфера довоенной промзоны, железнодорожные пути и платформы, атмосфера места, в котором ведутся боевые действия.  Москва								  ЮВАО",-7.6065087,0.82914186,завод довоенный постройка необычный конструктивистский корпус цех заброшеный состояние атмосфера довоенный промзона железнодорожный путь платформа атмосфера место который вестись боевой действие москва ювао,промзона,53,49,98
Крупный светлый складской комплекс с техническими и производственными помещениями.,-12.669647,4.974972,крупный светлый складской комплекс технический производственный помещение,комплекс,32,13,100
"Промышленная зона с автомобилями, автосервисом и мойкой.",-13.130983,10.059137,промышленный зона автомобиль автосервис мойка,автосервис,1,55,99
Москва								  ЦАО,32.18993,43.66926,москва цао,none,0,68,21
"Большой заброшенный завод, на котором ещё сохранились старые станки.",13.425131,-4.2863917,большой забросить завод который сохраняться старый станок,none,0,77,97
"Внутри заводы чисто, сохранился старый ремонт. На территории объекта есть станки.",-1.6904845,-13.838179,внутри завод чисто сохраняться старый ремонт территория объект станок,none,0,18,100
Современный производственный комплекс с действующим оборудованием.,-6.892238,14.259503,современный производственный комплекс действующий оборудование,комплекс,32,96,6
московская область,12.84453,13.261964,московский область,none,0,26,50
"Много комнат, длинных коридоров, подвал.  Москва",8.923958,-9.905785,комната длинный коридор подвал москва,подвал,49,94,90
Заброшенное медицинское здание.   Домодедово,17.814299,4.859996,забросить медицинский здание домодедово,здание,22,93,6
Просторный светлый ангар. Без колонн. Синие стены.  Москва								  ЮАО,20.486094,0.38585237,просторный светлый ангар колонна синий стена москва юао,ангар,2,80,115
Помещение свободного назначения.  Глухово,10.8759165,-2.5467336,помещение свободный назначение глухово,помещение,51,93,6
Помещение свободного назначения (ангар).  МО,12.934944,-7.4855475,помещение свободный назначение ангар мо,помещение,51,1,4
Помещение свободного назначения (ангар) с металлической отделкой.  МО,12.982799,-7.8860598,помещение свободный назначение ангар металлический отделка мо,помещение,51,1,4
Ангар в черно белых тонах.  Москва,10.205036,19.6536,ангар черно белый тон москва,ангар,2,29,110
Ангар с гримерной комнатой.  Москва,11.01171,22.39307,ангар гримерный комната москва,ангар,2,65,17
Многофункциональный территория с ангаром и различными помещениями. Большая прилетающая территория с водоемом.  Москва,10.581544,-20.26511,многофункциональный территория ангар различный помещение большой прилетать территория водоем москва,ангар,2,15,70
Ангар 4 этажа с винтовым подъемом.   Москва,-3.1018643,10.049011,ангар 4 этаж винтовой подъем москва,ангар,2,53,90
Квартира с красивым видом в светлы тонах с жёлтыми акцентами.   Москва,-20.118267,-19.61018,квартира красивый вид светлый тон желтый акцент москва,квартира,27,29,80
Светлая квартира в серых тонах с большими окнами.  Москва,36.006035,-13.7603,светлый квартира серый тон большой окно москва,квартира,27,75,117
"Просторная квартира в дизайнерском стиле с высокими потолками,  большими окнами, длинным коридором и верандой .  Москва",18.31566,-3.6365905,просторный квартира дизайнерский стиль высокий потолок большой окно длинный коридор веранда москва,квартира,27,1,2
Квартира в темно-бежевых тонах с светлой кухней и с рисунком в детской .  Одинцово,-21.9049,-18.195467,квартира темно-бежевый тон светлый кухня рисунок детский одинцово,квартира,27,7,30
Квартира в старинном стиле с цветными стенами и винтажной мебелью.  Москва,13.316802,-1.2665037,квартира старинный стиль цветной стена винтажный мебель москва,квартира,27,20,115
Студия творчества с разрисованными стенами .  Москва,-6.12118,12.882072,студия творчество разрисовывать стена москва,студия,63,96,115
Квартира на втором этаже. Светлая квартира с большим балконом .  Москва,-38.175972,-26.951727,квартира второй этаж светлый квартира большой балкон москва,квартира,27,7,30
Квартира в дизайнерском стиле со светлыми стенами и стеклянной цветной перегородкой.  Москва,21.611895,2.4498966,квартира дизайнерский стиль светлый стена стеклянный цветной перегородка москва,квартира,27,93,115
Офис + коворкинг с цветными стенами (5 комнат).  Москва,24.735891,1.7473291,офис коворкинг цветной стена 5 комната москва,офис,42,80,115
Пентхаус с множеством окон и бассейном.  Москва,10.074228,19.47533,пентхаус множество окно бассейн москва,бассейн,8,29,24
Квартира в дизайнерском стиле с темной кухней.  Москва,7.0536456,25.242249,квартира дизайнерский стиль темный кухня москва,квартира,27,20,115
Небольшая уютная квартира.  Москва,-17.524797,21.35137,небольшой уютный квартира москва,квартира,27,20,26
Квартира-шоурум в дизайнерском стиле с большой люстрой.  Москва,17.020393,-3.6408582,квартира шоурум дизайнерский стиль большой люстра москва,квартира,27,20,109
Квартира в советском стиле с небольшой библиотекой .  Москва,-14.01151,21.244095,квартира советский стиль небольшой библиотека москва,квартира,27,20,115
Небольшая квартира в светлых тонах с гардеробной .  М,-29.323145,-18.32629,небольшой квартира светлый тон гардеробный м,квартира,27,23,28
Замок-дом с просторными комнатами в светлых тонах.  МО,7.6756067,-37.880394,замок дом просторный комната светлый тон мо,дом,18,2,102
Двухэтажный кирпичный дом с собственной территорией и небольшой детской площадкой. Интерьер в серых тонах.  МО,8.756884,-36.269413,двухэтажный кирпичный дом собственный территория небольшой детский площадка интерьер серый тон мо,дом,18,11,102
Светлый двухэтажный дом со своей территорией и небольшой террасой. Интерьер с деревянной отделкой.  МО,8.369894,-37.15383,светлый двухэтажный дом свой территория небольшой терраса интерьер деревянный отделка мо,дом,18,2,102
"Светлый большой дом. Интерьер в классическом стиле, с большой светлой кухней.  МО",10.654316,-38.659794,светлый большой дом интерьер классический стиль большой светлый кухня мо,дом,18,2,102
Дом с небольшой сауной и цветными стенами.,0.43507802,-44.137005,дом небольшой сауна цветной стена,дом,18,41,23
Большой двухэтажный дом . Интерьер в классическом стиле с цветными стенами.  МО,9.555614,-38.997307,большой двухэтажный дом интерьер классический стиль цветной стена мо,дом,18,2,102
"Дом в классическом стиле, большинство стен в доме с рисунками.  МО",9.449183,-40.33097,дом классический стиль большинство стена дом рисунок мо,дом,18,84,102
Дом с деревянной отделкой.  МО,16.028736,-21.76115,дом деревянный отделка мо,дом,18,29,101
Уютный дом в классическом стиле с цветными стенами.  МО,9.425196,-39.20455,уютный дом классический стиль цветной стена мо,дом,18,2,102
Трехэтажный дом со своей территорией и просторным интерьером.  МО,8.287543,-38.03667,трехэтажный дом свой территория просторный интерьер мо,дом,18,2,102
Новый дом со светлым интерьером.  МО,9.314248,-37.0697,новый дом светлый интерьер мо,дом,18,2,102
"Белый дом со своей территорией, на ней расположены   Москва",11.922286,7.000837,белый дом свой территория располагать москва,дом,18,29,101
"Просторный особняк в классическом стиле. В интерьере дома: бассейн, камин, просторные комнаты, светлая кухня, гардеробная, большая терраса и винная комната. Большая территория с деревьями,   МО",18.929201,-8.444004,просторный особняк классический стиль интерьер дома бассейн камин просторный комната светлый кухня гардеробный большой терраса винный комната большой территория дерево мо,интерьер,23,1,2
"Двухэтажный деревянный дом с собственной большой территорией, на ней расположено  Московская область",6.2698884,-17.863167,двухэтажный деревянный дом собственный большой территория располагать московский область,дом,18,3,70
Двухэтажный дом с интерьером в светлых тонах с цветными стенами.  МО,8.820054,-38.150436,двухэтажный дом интерьер светлый тон цветной стена мо,дом,18,2,102
"Отель с интерьером в светло-бежевых - коричневых тонах. В отеле: аква зона (бассейн, джакузи), тренажёрный зал, конференц-зал и банкетный зал.  МО",-0.9134379,-16.60527,"отель интерьер светло-бежевый коричневый тон отель аква зона бассейн джакузи ),  тренажерный зал конференц-зал банкетный зал мо",отель,41,72,100
"Автобус марки ЛИАЗ в фирменном синем цвете ""Мосгортранс"".  Москва								  СЗАО",-8.79686,2.1345143,автобус марка лиаз фирменный синий цвет мосгортранс москва сзао,none,0,13,70
"Автобус ЛИАЗ с ""гармошкой"", в фирменном цвете Мосгортранс.  Москва								  СЗАО",-8.786805,2.0936956,"автобус лиаз гармошка "",  фирменный цвет мосгортранс москва сзао",none,0,13,70
Пассажирские автобусы частного перевозчика. Разные цвета салона и кузова.  Москва,-60.84811,9.254176,пассажирский автобус частный перевозчик разный цвет салон кузов москва,салон,59,79,66
"Длинный извилистый тоннель, три полосы движения.  Москва								  СЗАО",-5.1011047,5.41542,длинный извилистый тоннель полоса движение москва сзао,none,0,83,90
Короткий тоннель со световыми проемами в сводах.  Москва								  СЗАО,-5.6781874,5.8716435,короткий тоннель световой проем свод москва сзао,none,0,96,90
"Автомобильный тоннель, три полосы движения, световые окна  в крыше.  Москва								  САО",-5.019702,4.8983665,автомобильный тоннель полоса движение световой окно крыша москва сао,крыша,34,83,104
Непродолжительный трехполосный подземный тоннель с желтыми стенами и световыми окнами в крыше.  Москва								  САО,-6.691131,7.2984505,непродолжительный трехполосный подземный тоннель желтый стена световой окно крыша москва сао,крыша,34,83,94
"Автомобильный тоннель, двухстороннее движение, изгибы дороги.",-14.493566,-22.113718,автомобильный тоннель двухсторонний движение изгиб дорога,дорога,19,72,103
"Автомобильный тоннель, одностороннее движение, изгибы дороги.",-14.496365,-22.100368,автомобильный тоннель односторонний движение изгиб дорога,дорога,19,72,103
елезобетонный ост еку Москву.,7.152633,19.202492,елезобетонный ост еку москва,none,0,5,17
"Мост через реку Москва, железобетонные конструкции, панорамный вид.",10.975662,-10.161033,мост река москва железобетонный конструкция панорамный вид,река,56,98,4
"Живописное граффити на колоннах моста, железнодорожные полосы.",0.32965913,5.7343855,живописный граффити колонна мост железнодорожный полоса,none,0,64,31
Подъезд сталинского дома с винтовой лестницей необычной треугольной формы.  Москва								  СЗАО,5.3455377,-10.135492,подъезд сталинский дом винтовой лестница необычный треугольный форма москва сзао,подъезд,50,96,70
"Подъезд доходного дома начала XX века. Широкие лестничные пролеты, оригинальные деревянные двери, медальоны с античными сюжетами на стенах.  Москва								  ЦАО",1.8808488,-7.477927,подъезд доходный дом начало xx век широкий лестничный пролет оригинальный деревянный дверь медальон античный сюжет стена москва цао,подъезд,50,84,29
"Парадная с красивой полукруглой лестницей, большими окнами, светлыми стенами.  Москва								  ЦАО",37.15098,1.8610941,парадный красивый полукруглый лестница большой окно светлый стена москва цао,none,0,15,109
"Чистый, ухоженный подъезд с винтовой лестницей и шахтой лифта.   Москва								  ЦАО",-8.939617,11.177717,чистый ухоженный подъезд винтовой лестница шахта лифт москва цао,подъезд,50,96,81
"Типичный подъезд доходного дома рубежа XIX-XX столетий, метлахская плитка, светлае стены, винтовая лестница и шахта лифта.  Москва								  ЦАО",-6.0111237,3.367118,типичный подъезд доходный дом рубеж xix xx столетие метлахский плитка светлай стена винтовой лестница шахта лифт москва цао,подъезд,50,96,29
Небольшая уютная лестничная клетка в старом доходном доме.  Москва								  ЦАО,6.4430265,-9.711796,небольшой уютный лестничный клетка старый доходный дом москва цао,дом,18,96,109
Москва,14.538177,33.416317,москва,none,0,70,110
"Эксплуатируемая крыша, в городской застройке, панорамный вид на  красивую набережную и реку, металлическое ограждение. Объект с большой площадью остекления.",18.482304,-17.171625,эксплуатировать крыша городской застройка панорамный вид красивый набережная река металлический ограждение объект большой площадь остекление,крыша,34,63,96
"Крыша с панорамой города, Москва река, набережная, вид на Москва Сити.",22.506016,-16.265026,крыша панорама город москва река набережная вид москва сити,крыша,34,63,104
"Крыша с красивым видом на город, набережная, Москва река, хороший ракурс комплекса Москва Сити.",23.254313,-16.819965,крыша красивый вид город набережная москва река хороший ракурс комплекс москва сити,крыша,34,63,95
"Крыша, панорама города.",25.494871,-17.403513,крыша панорама город,крыша,34,30,21
"Крыша в высотном здании, панорама города.",21.066702,-14.148655,крыша высотный здание панорама город,крыша,34,33,104
Крыша с видом на современную городскую застройку.,16.434866,-15.650638,крыша вид современный городской застройка,крыша,34,63,56
Крыша  с панорамным видом города.,21.913706,-17.72104,крыша панорамный вид город,крыша,34,63,95
Крыша многоэтажного здания с панорамным видом города.,22.712059,-14.712665,крыша многоэтажный здание панорамный вид город,крыша,34,63,104
Крыша с панорамным видом на город.,21.793306,-17.706856,крыша панорамный вид город,крыша,34,63,95
"Крыша многоэтажного здания, центр города, панорамный вид города.",22.650455,-14.869433,крыша многоэтажный здание центр город панорамный вид город,крыша,34,63,104
Крыша высотного здания с панорамным видом города.,21.391449,-15.118471,крыша высотный здание панорамный вид город,крыша,34,63,104
"Эксплуатируемая крыша высотного здания, панорамный вид города, большая площадь остекления фасада.",20.066732,-15.041049,эксплуатировать крыша высотный здание панорамный вид город большой площадь остекление фасад,крыша,34,77,104
"Крыша высотного здания, панорамный вид города.",21.317102,-15.142647,крыша высотный здание панорамный вид город,крыша,34,63,104
"Крыша высотного здания, панорамный вид города.",21.239204,-15.103014,крыша высотный здание панорамный вид город,крыша,34,63,104
"Крыша высотного здания, панорамный вид города. Вид на комплекс Москва Сити.",22.098618,-15.662039,крыша высотный здание панорамный вид город вид комплекс москва сити,крыша,34,63,104
Разноцветные грузовые контейнеры. Технические проезды и площадки.,-19.110987,-9.070282,разноцветный грузовой контейнер технический проезд площадка,площадка,46,96,112
"Современный жилой комплекс, использована интересная геометрия фасадов, лаконичное цветовое решение фасадов,  внутридворовая рекреационная зона, детская и спортивная площадки.",-27.005547,5.3118696,современный жилой комплекс использовать интересный геометрия фасад лаконичный цветовой решение фасад внутридворовый рекреационный зона детский спортивный площадка,комплекс,32,91,0
Современные детская и спортивная площадки.,-4.252541,-21.236374,современный детский спортивный площадка,площадка,46,89,47
Современные детская и спортивная\r\nплощадки.,-5.3567457,-19.000685,современный детский спортивный r пплощадка,none,0,89,47
"Современный жилой комплекс,  ярко выраженная геометрия фасадов, художественные элементы - вставки, большая площадь остекления.",14.037139,-4.142102,современный жилой комплекс ярко выражать геометрия фасад художественный элемент вставка большой площадь остекление,комплекс,32,77,94
"Жилой район, комплекс, постройка советского периода, придомовые парковки, рекреационная зона отдыха, детские площадки. Многоэтажные жилые строения. Набережная.",-29.133104,3.9126465,жилой район комплекс постройка советский период придомовый парковка рекреационный зона отдых детский площадка многоэтажный жилой строение набережная,район,55,91,0
"Современный жилой комплекс, высотная застройка, фасады в теплой цветовой  гамме, большие окна, многофункциональная рекреационная зона, детские и спортивные площадки, зеленые насаждения. Набережная реки.",-7.4732556,-26.014118,современный жилой комплекс высотный застройка фасад теплый цветовой гамма большой окно многофункциональный рекреационный зона детский спортивный площадка зеленый насаждение набережная река,комплекс,32,1,107
"Живописная набережная с жилым комплексом, стиль модерн, красивые элементы декора на фасадах, колонны, лестница , вензеля, ковка. Мост через реку.",-0.59789443,5.8652015,живописный набережная жилой комплекс стиль модерн красивый элемент декор фасад колонна лестница вензель ковка мост река,набережная,39,53,81
"Живописная набережная вдоль жилой застройки, многофункциональная зона рекреации, спортивные и детские площадки. Река. Панорамный вид.",-11.195529,-27.789928,живописный набережная вдоль жилой застройка многофункциональный зона рекреация спортивный детский площадка река панорамный вид,набережная,39,28,33
"Комплекс располагается на берегу реки, так же там расположены живописные набережные и искусственный каналы.   МО",-12.859683,9.287727,комплекс располагаться берег река располагать живописный набережная искусственный канал мо,комплекс,32,53,99
"Двор в стиле ранней советской архитектуры, трехэтажные здания, атмосферное пространство, вид на Останкинскую телебашню.",22.453724,-13.431984,двор стиль ранний советский архитектура трехэтажный здание атмосферный пространство вид останкинский телебашня,здание,22,77,104
"Атмосферный двор преимущественно двух, трехэтажная жилая застройка, арочный внутридомовой проезд , ворота.",-0.22323802,1.6596239,атмосферный двор преимущественно трехэтажный жилой застройка арочный внутридомовый проезд ворота,none,0,72,103
"Двор застройки в советском стиле, кирпичная постройка.",4.228924,4.439375,двор застройка советский стиль кирпичный постройка,none,0,41,31
"Застройка 18 го века из красного кирпича, атмосферный двор, арочный своды окон.",0.24859965,4.0622597,застройка 18 го век красный кирпич атмосферный двор арочный свод окно,none,0,64,31
"Двор современного жилого комплекса, остекленная входная группа,  лестница. Жилой комплекс на рельефе.",-31.160706,1.043204,двор современный жилой комплекс остеклять входной группа лестница жилой комплекс рельеф,комплекс,32,99,36
"Внутридворовое пространство современного жилого комплекса, рекреация, стоянки для автомобилей, зеленые насаждения.",-5.492581,9.626489,внутридворовый пространство современный жилой комплекс рекреация стоянка автомобиль зеленый насаждение,пространство,54,53,94
"Придомовая территория, двор, постройка советского периода, арка, парковка, зеленые насаждения, уютный двор.",-0.18036638,10.55235,придомовый территория двор постройка советский период арка парковка зеленый насаждение уютный двор,парковка,44,53,31
"Двор, городская среда, автомобильная открытая парковка. Постройки советского периода.",2.396499,-0.008956639,двор городской среда автомобильный открытый парковка постройка советский период,парковка,44,53,94
"Двор с двухэтажными домами,   Долгопрудный",9.58947,-47.431225,двор двухэтажный дом долгопрудный,дом,18,41,23
"Застройка в классическом стиле, использование элементов декора на фасадах, зеленые насаждения в придомовой территории. Детская площадка.",26.43964,-5.6510115,застройка классический стиль использование элемент декор фасад зеленый насаждение придомовый территория детский площадка,площадка,46,34,105
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, балкон над входной группой, пилястры, зеленые насаждения в придомовой территории.",26.56374,-6.835804,застройка классический стиль использование элемент декор фасад лепнина балкон входной группа пилястра зеленый насаждение придомовый территория,none,0,34,105
"Застройка в классическом стиле, рустика на фасадах, зеленые насаждения в придомовой территории. Фасад в теплых тонах, использование элементов декора на фасадах, лепнина.",27.030779,-6.5456896,застройка классический стиль рустика фасад зеленый насаждение придомовый территория фасад теплый тон использование элемент декор фасад лепнина,none,0,34,105
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, балкон над входной группой, пилястры, зеленые насаждения в придомовой территории.  Рустика, теплые тона фасадов.",26.73286,-6.887992,застройка классический стиль использование элемент декор фасад лепнина балкон входной группа пилястра зеленый насаждение придомовый территория рустика теплый тон фасад,none,0,34,105
"Жилое здание в  классическом стиле, использование элементов декора на фасадах, лепнина, рустика, пилястры, зеленые насаждения в придомовой территории. Входная группа оформлена колоннами. Теплая цветовая гамма фасада.",26.13533,-7.1738086,жилой здание классический стиль использование элемент декор фасад лепнина рустика пилястра зеленый насаждение придомовый территория входной группа оформлять колонна теплый цветовой гамма фасад,здание,22,34,105
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина,  пилястры, зеленые насаждения в придомовой территории.",26.670233,-6.226309,застройка классический стиль использование элемент декор фасад лепнина пилястра зеленый насаждение придомовый территория,none,0,34,105
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, рустика, пилястры, зеленые насаждения в придомовой территории. Фасад решен  в теплых тонах.",26.750013,-6.843098,застройка классический стиль использование элемент декор фасад лепнина рустика пилястра зеленый насаждение придомовый территория фасад решать теплый тон,none,0,34,105
"Строение в классическом стиле, светлый фасад здания, городская среда.",27.053064,-1.4039884,строение классический стиль светлый фасад здание городской среда,здание,22,33,106
"Атмосферное место, уютная входная группа,  постройка классического стиля из красного кирпича, большие окна, зеленые насаждения, высокие потолки внутри помещения.",19.799088,-5.762866,атмосферный место уютный входной группа постройка классический стиль красный кирпич большой окно зеленый насаждение высокий потолок внутри помещение,помещение,51,1,2
"Витрина, городская среда, большие окна, внутри кирпичная отделка стен. Светлое пространство.",30.203032,-2.6109242,витрина городской среда большой окно внутри кирпичный отделка стена светлый пространство,пространство,54,81,106
"Витрина, большие окна, городская среда.",29.157887,-3.4013906,витрина большой окно городской среда,none,0,81,106
"Витрина в здании классического стиля, светлое цветовое решение фасада. Большие окна.",22.88981,-5.1829395,витрина здание классический стиль светлый цветовой решение фасад большой окно,здание,22,77,2
